,year,state,metrodiv_title,county_name,CoC_Code,coc_name,pop_type,pop_size
2543,2011,Texas,Dallas-Plano-Irving,Dallas County,TX-600,"Dallas City & County, Irving CoC",Safe Haven Shelters,38
2544,2012,Texas,Dallas-Plano-Irving,Dallas County,TX-600,"Dallas City & County, Irving CoC",Safe Haven Shelters,25
2545,2013,Texas,Dallas-Plano-Irving,Dallas County,TX-600,"Dallas City & County, Irving CoC",Safe Haven Shelters,23
2546,2014,Texas,Dallas-Plano-Irving,Dallas County,TX-600,"Dallas City & County, Irving CoC",Safe Haven Shelters,24
2547,2015,Texas,Dallas-Plano-Irving,Dallas County,TX-600,"Dallas City & County, Irving CoC",Safe Haven Shelters,23
2548,2016,Texas,Dallas-Plano-Irving,Dallas County,TX-600,"Dallas City & County, Irving CoC",Safe Haven Shelters,23
2549,2017,Texas,Dallas-Plano-Irving,Dallas County,TX-600,"Dallas City & County, Irving CoC",Safe Haven Shelters,19
2550,2018,Texas,Dallas-Plano-Irving,Dallas County,TX-600,"Dallas City & County, Irving CoC",Safe Haven Shelters,23
3071,2009,Texas,Dallas-Plano-Irving,Dallas County,TX-600,"Dallas City & County, Irving CoC",Transitional Housing,1493
3072,2010,Texas,Dallas-Plano-Irving,Dallas County,TX-600,"Dallas City & County, Irving CoC",Transitional Housing,1639
3073,2011,Texas,Dallas-Plano-Irving,Dallas County,TX-600,"Dallas City & County, Irving CoC",Transitional Housing,1692
3074,2012,Texas,Dallas-Plano-Irving,Dallas County,TX-600,"Dallas City & County, Irving CoC",Transitional Housing,1377
3075,2013,Texas,Dallas-Plano-Irving,Dallas County,TX-600,"Dallas City & County, Irving CoC",Transitional Housing,1181
3076,2014,Texas,Dallas-Plano-Irving,Dallas County,TX-600,"Dallas City & County, Irving CoC",Transitional Housing,1176
3077,2015,Texas,Dallas-Plano-Irving,Dallas County,TX-600,"Dallas City & County, Irving CoC",Transitional Housing,980
3078,2016,Texas,Dallas-Plano-Irving,Dallas County,TX-600,"Dallas City & County, Irving CoC",Transitional Housing,1080
3079,2017,Texas,Dallas-Plano-Irving,Dallas County,TX-600,"Dallas City & County, Irving CoC",Transitional Housing,786
3080,2018,Texas,Dallas-Plano-Irving,Dallas County,TX-600,"Dallas City & County, Irving CoC",Transitional Housing,785
3601,2009,Texas,Dallas-Plano-Irving,Dallas County,TX-600,"Dallas City & County, Irving CoC",Total Sheltered Homeless,3525
3602,2010,Texas,Dallas-Plano-Irving,Dallas County,TX-600,"Dallas City & County, Irving CoC",Total Sheltered Homeless,3509
3603,2011,Texas,Dallas-Plano-Irving,Dallas County,TX-600,"Dallas City & County, Irving CoC",Total Sheltered Homeless,3297
3604,2012,Texas,Dallas-Plano-Irving,Dallas County,TX-600,"Dallas City & County, Irving CoC",Total Sheltered Homeless,3242
3605,2013,Texas,Dallas-Plano-Irving,Dallas County,TX-600,"Dallas City & County, Irving CoC",Total Sheltered Homeless,2912
3606,2014,Texas,Dallas-Plano-Irving,Dallas County,TX-600,"Dallas City & County, Irving CoC",Total Sheltered Homeless,3272
3607,2015,Texas,Dallas-Plano-Irving,Dallas County,TX-600,"Dallas City & County, Irving CoC",Total Sheltered Homeless,2778
3608,2016,Texas,Dallas-Plano-Irving,Dallas County,TX-600,"Dallas City & County, Irving CoC",Total Sheltered Homeless,3071
3609,2017,Texas,Dallas-Plano-Irving,Dallas County,TX-600,"Dallas City & County, Irving CoC",Total Sheltered Homeless,2702
3610,2018,Texas,Dallas-Plano-Irving,Dallas County,TX-600,"Dallas City & County, Irving CoC",Total Sheltered Homeless,2780
4131,2009,Texas,Dallas-Plano-Irving,Dallas County,TX-600,"Dallas City & County, Irving CoC",Unsheltered Homeless,176
4132,2010,Texas,Dallas-Plano-Irving,Dallas County,TX-600,"Dallas City & County, Irving CoC",Unsheltered Homeless,201
4133,2011,Texas,Dallas-Plano-Irving,Dallas County,TX-600,"Dallas City & County, Irving CoC",Unsheltered Homeless,243
4134,2012,Texas,Dallas-Plano-Irving,Dallas County,TX-600,"Dallas City & County, Irving CoC",Unsheltered Homeless,205
4135,2013,Texas,Dallas-Plano-Irving,Dallas County,TX-600,"Dallas City & County, Irving CoC",Unsheltered Homeless,251
4136,2014,Texas,Dallas-Plano-Irving,Dallas County,TX-600,"Dallas City & County, Irving CoC",Unsheltered Homeless,242
4137,2015,Texas,Dallas-Plano-Irving,Dallas County,TX-600,"Dallas City & County, Irving CoC",Unsheltered Homeless,363
4138,2016,Texas,Dallas-Plano-Irving,Dallas County,TX-600,"Dallas City & County, Irving CoC",Unsheltered Homeless,739
4139,2017,Texas,Dallas-Plano-Irving,Dallas County,TX-600,"Dallas City & County, Irving CoC",Unsheltered Homeless,1087
4140,2018,Texas,Dallas-Plano-Irving,Dallas County,TX-600,"Dallas City & County, Irving CoC",Unsheltered Homeless,1341
431,2009,Texas,Fort Worth-Arlington-Grapevine,Tarrant County,TX-601,"Fort Worth, Arlington/Tarrant County CoC",Chronically Homeless,#N/A
432,2010,Texas,Fort Worth-Arlington-Grapevine,Tarrant County,TX-601,"Fort Worth, Arlington/Tarrant County CoC",Chronically Homeless,#N/A
433,2011,Texas,Fort Worth-Arlington-Grapevine,Tarrant County,TX-601,"Fort Worth, Arlington/Tarrant County CoC",Chronically Homeless,328
434,2012,Texas,Fort Worth-Arlington-Grapevine,Tarrant County,TX-601,"Fort Worth, Arlington/Tarrant County CoC",Chronically Homeless,225
435,2013,Texas,Fort Worth-Arlington-Grapevine,Tarrant County,TX-601,"Fort Worth, Arlington/Tarrant County CoC",Chronically Homeless,226
436,2014,Texas,Fort Worth-Arlington-Grapevine,Tarrant County,TX-601,"Fort Worth, Arlington/Tarrant County CoC",Chronically Homeless,331
437,2015,Texas,Fort Worth-Arlington-Grapevine,Tarrant County,TX-601,"Fort Worth, Arlington/Tarrant County CoC",Chronically Homeless,136
438,2016,Texas,Fort Worth-Arlington-Grapevine,Tarrant County,TX-601,"Fort Worth, Arlington/Tarrant County CoC",Chronically Homeless,189
439,2017,Texas,Fort Worth-Arlington-Grapevine,Tarrant County,TX-601,"Fort Worth, Arlington/Tarrant County CoC",Chronically Homeless,234
440,2018,Texas,Fort Worth-Arlington-Grapevine,Tarrant County,TX-601,"Fort Worth, Arlington/Tarrant County CoC",Chronically Homeless,278
961,2009,Texas,Fort Worth-Arlington-Grapevine,Tarrant County,TX-601,"Fort Worth, Arlington/Tarrant County CoC",Veterans,#N/A
962,2010,Texas,Fort Worth-Arlington-Grapevine,Tarrant County,TX-601,"Fort Worth, Arlington/Tarrant County CoC",Veterans,#N/A
963,2011,Texas,Fort Worth-Arlington-Grapevine,Tarrant County,TX-601,"Fort Worth, Arlington/Tarrant County CoC",Veterans,235
964,2012,Texas,Fort Worth-Arlington-Grapevine,Tarrant County,TX-601,"Fort Worth, Arlington/Tarrant County CoC",Veterans,164
965,2013,Texas,Fort Worth-Arlington-Grapevine,Tarrant County,TX-601,"Fort Worth, Arlington/Tarrant County CoC",Veterans,217
966,2014,Texas,Fort Worth-Arlington-Grapevine,Tarrant County,TX-601,"Fort Worth, Arlington/Tarrant County CoC",Veterans,252
967,2015,Texas,Fort Worth-Arlington-Grapevine,Tarrant County,TX-601,"Fort Worth, Arlington/Tarrant County CoC",Veterans,193
968,2016,Texas,Fort Worth-Arlington-Grapevine,Tarrant County,TX-601,"Fort Worth, Arlington/Tarrant County CoC",Veterans,205
969,2017,Texas,Fort Worth-Arlington-Grapevine,Tarrant County,TX-601,"Fort Worth, Arlington/Tarrant County CoC",Veterans,186
970,2018,Texas,Fort Worth-Arlington-Grapevine,Tarrant County,TX-601,"Fort Worth, Arlington/Tarrant County CoC",Veterans,159
1491,2009,Texas,Fort Worth-Arlington-Grapevine,Tarrant County,TX-601,"Fort Worth, Arlington/Tarrant County CoC",Total Homeless,2181
1492,2010,Texas,Fort Worth-Arlington-Grapevine,Tarrant County,TX-601,"Fort Worth, Arlington/Tarrant County CoC",Total Homeless,2181
1493,2011,Texas,Fort Worth-Arlington-Grapevine,Tarrant County,TX-601,"Fort Worth, Arlington/Tarrant County CoC",Total Homeless,2169
1494,2012,Texas,Fort Worth-Arlington-Grapevine,Tarrant County,TX-601,"Fort Worth, Arlington/Tarrant County CoC",Total Homeless,2123
1495,2013,Texas,Fort Worth-Arlington-Grapevine,Tarrant County,TX-601,"Fort Worth, Arlington/Tarrant County CoC",Total Homeless,2390
1496,2014,Texas,Fort Worth-Arlington-Grapevine,Tarrant County,TX-601,"Fort Worth, Arlington/Tarrant County CoC",Total Homeless,2425
1497,2015,Texas,Fort Worth-Arlington-Grapevine,Tarrant County,TX-601,"Fort Worth, Arlington/Tarrant County CoC",Total Homeless,1914
1498,2016,Texas,Fort Worth-Arlington-Grapevine,Tarrant County,TX-601,"Fort Worth, Arlington/Tarrant County CoC",Total Homeless,1938
1499,2017,Texas,Fort Worth-Arlington-Grapevine,Tarrant County,TX-601,"Fort Worth, Arlington/Tarrant County CoC",Total Homeless,1941
1500,2018,Texas,Fort Worth-Arlington-Grapevine,Tarrant County,TX-601,"Fort Worth, Arlington/Tarrant County CoC",Total Homeless,2015
2021,2009,Texas,Fort Worth-Arlington-Grapevine,Tarrant County,TX-601,"Fort Worth, Arlington/Tarrant County CoC",Emergency Shelters,1148
2022,2010,Texas,Fort Worth-Arlington-Grapevine,Tarrant County,TX-601,"Fort Worth, Arlington/Tarrant County CoC",Emergency Shelters,1148
2023,2011,Texas,Fort Worth-Arlington-Grapevine,Tarrant County,TX-601,"Fort Worth, Arlington/Tarrant County CoC",Emergency Shelters,1160
2024,2012,Texas,Fort Worth-Arlington-Grapevine,Tarrant County,TX-601,"Fort Worth, Arlington/Tarrant County CoC",Emergency Shelters,1166
2025,2013,Texas,Fort Worth-Arlington-Grapevine,Tarrant County,TX-601,"Fort Worth, Arlington/Tarrant County CoC",Emergency Shelters,1126
2026,2014,Texas,Fort Worth-Arlington-Grapevine,Tarrant County,TX-601,"Fort Worth, Arlington/Tarrant County CoC",Emergency Shelters,1273
2027,2015,Texas,Fort Worth-Arlington-Grapevine,Tarrant County,TX-601,"Fort Worth, Arlington/Tarrant County CoC",Emergency Shelters,1245
2028,2016,Texas,Fort Worth-Arlington-Grapevine,Tarrant County,TX-601,"Fort Worth, Arlington/Tarrant County CoC",Emergency Shelters,1088
2029,2017,Texas,Fort Worth-Arlington-Grapevine,Tarrant County,TX-601,"Fort Worth, Arlington/Tarrant County CoC",Emergency Shelters,1294
2030,2018,Texas,Fort Worth-Arlington-Grapevine,Tarrant County,TX-601,"Fort Worth, Arlington/Tarrant County CoC",Emergency Shelters,1228
2551,2009,Texas,Fort Worth-Arlington-Grapevine,Tarrant County,TX-601,"Fort Worth, Arlington/Tarrant County CoC",Safe Haven Shelters,0
2552,2010,Texas,Fort Worth-Arlington-Grapevine,Tarrant County,TX-601,"Fort Worth, Arlington/Tarrant County CoC",Safe Haven Shelters,0
2553,2011,Texas,Fort Worth-Arlington-Grapevine,Tarrant County,TX-601,"Fort Worth, Arlington/Tarrant County CoC",Safe Haven Shelters,20
2554,2012,Texas,Fort Worth-Arlington-Grapevine,Tarrant County,TX-601,"Fort Worth, Arlington/Tarrant County CoC",Safe Haven Shelters,21
2555,2013,Texas,Fort Worth-Arlington-Grapevine,Tarrant County,TX-601,"Fort Worth, Arlington/Tarrant County CoC",Safe Haven Shelters,18
2556,2014,Texas,Fort Worth-Arlington-Grapevine,Tarrant County,TX-601,"Fort Worth, Arlington/Tarrant County CoC",Safe Haven Shelters,20
2557,2015,Texas,Fort Worth-Arlington-Grapevine,Tarrant County,TX-601,"Fort Worth, Arlington/Tarrant County CoC",Safe Haven Shelters,20
2558,2016,Texas,Fort Worth-Arlington-Grapevine,Tarrant County,TX-601,"Fort Worth, Arlington/Tarrant County CoC",Safe Haven Shelters,20
2559,2017,Texas,Fort Worth-Arlington-Grapevine,Tarrant County,TX-601,"Fort Worth, Arlington/Tarrant County CoC",Safe Haven Shelters,20
2560,2018,Texas,Fort Worth-Arlington-Grapevine,Tarrant County,TX-601,"Fort Worth, Arlington/Tarrant County CoC",Safe Haven Shelters,20
3081,2009,Texas,Fort Worth-Arlington-Grapevine,Tarrant County,TX-601,"Fort Worth, Arlington/Tarrant County CoC",Transitional Housing,838
3082,2010,Texas,Fort Worth-Arlington-Grapevine,Tarrant County,TX-601,"Fort Worth, Arlington/Tarrant County CoC",Transitional Housing,838
3083,2011,Texas,Fort Worth-Arlington-Grapevine,Tarrant County,TX-601,"Fort Worth, Arlington/Tarrant County CoC",Transitional Housing,853
3084,2012,Texas,Fort Worth-Arlington-Grapevine,Tarrant County,TX-601,"Fort Worth, Arlington/Tarrant County CoC",Transitional Housing,800
3085,2013,Texas,Fort Worth-Arlington-Grapevine,Tarrant County,TX-601,"Fort Worth, Arlington/Tarrant County CoC",Transitional Housing,965
3086,2014,Texas,Fort Worth-Arlington-Grapevine,Tarrant County,TX-601,"Fort Worth, Arlington/Tarrant County CoC",Transitional Housing,948
3087,2015,Texas,Fort Worth-Arlington-Grapevine,Tarrant County,TX-601,"Fort Worth, Arlington/Tarrant County CoC",Transitional Housing,432
3088,2016,Texas,Fort Worth-Arlington-Grapevine,Tarrant County,TX-601,"Fort Worth, Arlington/Tarrant County CoC",Transitional Housing,407
3089,2017,Texas,Fort Worth-Arlington-Grapevine,Tarrant County,TX-601,"Fort Worth, Arlington/Tarrant County CoC",Transitional Housing,237
3090,2018,Texas,Fort Worth-Arlington-Grapevine,Tarrant County,TX-601,"Fort Worth, Arlington/Tarrant County CoC",Transitional Housing,89
3611,2009,Texas,Fort Worth-Arlington-Grapevine,Tarrant County,TX-601,"Fort Worth, Arlington/Tarrant County CoC",Total Sheltered Homeless,1986
3612,2010,Texas,Fort Worth-Arlington-Grapevine,Tarrant County,TX-601,"Fort Worth, Arlington/Tarrant County CoC",Total Sheltered Homeless,1986
3613,2011,Texas,Fort Worth-Arlington-Grapevine,Tarrant County,TX-601,"Fort Worth, Arlington/Tarrant County CoC",Total Sheltered Homeless,2033
3614,2012,Texas,Fort Worth-Arlington-Grapevine,Tarrant County,TX-601,"Fort Worth, Arlington/Tarrant County CoC",Total Sheltered Homeless,1987
3615,2013,Texas,Fort Worth-Arlington-Grapevine,Tarrant County,TX-601,"Fort Worth, Arlington/Tarrant County CoC",Total Sheltered Homeless,2109
3616,2014,Texas,Fort Worth-Arlington-Grapevine,Tarrant County,TX-601,"Fort Worth, Arlington/Tarrant County CoC",Total Sheltered Homeless,2241
3617,2015,Texas,Fort Worth-Arlington-Grapevine,Tarrant County,TX-601,"Fort Worth, Arlington/Tarrant County CoC",Total Sheltered Homeless,1697
3618,2016,Texas,Fort Worth-Arlington-Grapevine,Tarrant County,TX-601,"Fort Worth, Arlington/Tarrant County CoC",Total Sheltered Homeless,1515
3619,2017,Texas,Fort Worth-Arlington-Grapevine,Tarrant County,TX-601,"Fort Worth, Arlington/Tarrant County CoC",Total Sheltered Homeless,1551
3620,2018,Texas,Fort Worth-Arlington-Grapevine,Tarrant County,TX-601,"Fort Worth, Arlington/Tarrant County CoC",Total Sheltered Homeless,1337
4141,2009,Texas,Fort Worth-Arlington-Grapevine,Tarrant County,TX-601,"Fort Worth, Arlington/Tarrant County CoC",Unsheltered Homeless,195
4142,2010,Texas,Fort Worth-Arlington-Grapevine,Tarrant County,TX-601,"Fort Worth, Arlington/Tarrant County CoC",Unsheltered Homeless,195
4143,2011,Texas,Fort Worth-Arlington-Grapevine,Tarrant County,TX-601,"Fort Worth, Arlington/Tarrant County CoC",Unsheltered Homeless,136
4144,2012,Texas,Fort Worth-Arlington-Grapevine,Tarrant County,TX-601,"Fort Worth, Arlington/Tarrant County CoC",Unsheltered Homeless,136
4145,2013,Texas,Fort Worth-Arlington-Grapevine,Tarrant County,TX-601,"Fort Worth, Arlington/Tarrant County CoC",Unsheltered Homeless,281
4146,2014,Texas,Fort Worth-Arlington-Grapevine,Tarrant County,TX-601,"Fort Worth, Arlington/Tarrant County CoC",Unsheltered Homeless,184
4147,2015,Texas,Fort Worth-Arlington-Grapevine,Tarrant County,TX-601,"Fort Worth, Arlington/Tarrant County CoC",Unsheltered Homeless,217
4148,2016,Texas,Fort Worth-Arlington-Grapevine,Tarrant County,TX-601,"Fort Worth, Arlington/Tarrant County CoC",Unsheltered Homeless,423
4149,2017,Texas,Fort Worth-Arlington-Grapevine,Tarrant County,TX-601,"Fort Worth, Arlington/Tarrant County CoC",Unsheltered Homeless,390
4150,2018,Texas,Fort Worth-Arlington-Grapevine,Tarrant County,TX-601,"Fort Worth, Arlington/Tarrant County CoC",Unsheltered Homeless,678
441,2009,Texas,Fort Worth-Arlington-Grapevine,Wise County,TX-624,"Wichita Falls/Wise, Palo Pinto, Wichita, Archer Counties CoC",Chronically Homeless,#N/A
442,2010,Texas,Fort Worth-Arlington-Grapevine,Wise County,TX-624,"Wichita Falls/Wise, Palo Pinto, Wichita, Archer Counties CoC",Chronically Homeless,#N/A
443,2011,Texas,Fort Worth-Arlington-Grapevine,Wise County,TX-624,"Wichita Falls/Wise, Palo Pinto, Wichita, Archer Counties CoC",Chronically Homeless,197
444,2012,Texas,Fort Worth-Arlington-Grapevine,Wise County,TX-624,"Wichita Falls/Wise, Palo Pinto, Wichita, Archer Counties CoC",Chronically Homeless,118
445,2013,Texas,Fort Worth-Arlington-Grapevine,Wise County,TX-624,"Wichita Falls/Wise, Palo Pinto, Wichita, Archer Counties CoC",Chronically Homeless,86
446,2014,Texas,Fort Worth-Arlington-Grapevine,Wise County,TX-624,"Wichita Falls/Wise, Palo Pinto, Wichita, Archer Counties CoC",Chronically Homeless,75
447,2015,Texas,Fort Worth-Arlington-Grapevine,Wise County,TX-624,"Wichita Falls/Wise, Palo Pinto, Wichita, Archer Counties CoC",Chronically Homeless,80
448,2016,Texas,Fort Worth-Arlington-Grapevine,Wise County,TX-624,"Wichita Falls/Wise, Palo Pinto, Wichita, Archer Counties CoC",Chronically Homeless,36
449,2017,Texas,Fort Worth-Arlington-Grapevine,Wise County,TX-624,"Wichita Falls/Wise, Palo Pinto, Wichita, Archer Counties CoC",Chronically Homeless,65
450,2018,Texas,Fort Worth-Arlington-Grapevine,Wise County,TX-624,"Wichita Falls/Wise, Palo Pinto, Wichita, Archer Counties CoC",Chronically Homeless,19
971,2009,Texas,Fort Worth-Arlington-Grapevine,Wise County,TX-624,"Wichita Falls/Wise, Palo Pinto, Wichita, Archer Counties CoC",Veterans,#N/A
972,2010,Texas,Fort Worth-Arlington-Grapevine,Wise County,TX-624,"Wichita Falls/Wise, Palo Pinto, Wichita, Archer Counties CoC",Veterans,#N/A
973,2011,Texas,Fort Worth-Arlington-Grapevine,Wise County,TX-624,"Wichita Falls/Wise, Palo Pinto, Wichita, Archer Counties CoC",Veterans,15
974,2012,Texas,Fort Worth-Arlington-Grapevine,Wise County,TX-624,"Wichita Falls/Wise, Palo Pinto, Wichita, Archer Counties CoC",Veterans,6
975,2013,Texas,Fort Worth-Arlington-Grapevine,Wise County,TX-624,"Wichita Falls/Wise, Palo Pinto, Wichita, Archer Counties CoC",Veterans,9
976,2014,Texas,Fort Worth-Arlington-Grapevine,Wise County,TX-624,"Wichita Falls/Wise, Palo Pinto, Wichita, Archer Counties CoC",Veterans,4
977,2015,Texas,Fort Worth-Arlington-Grapevine,Wise County,TX-624,"Wichita Falls/Wise, Palo Pinto, Wichita, Archer Counties CoC",Veterans,1
978,2016,Texas,Fort Worth-Arlington-Grapevine,Wise County,TX-624,"Wichita Falls/Wise, Palo Pinto, Wichita, Archer Counties CoC",Veterans,0
979,2017,Texas,Fort Worth-Arlington-Grapevine,Wise County,TX-624,"Wichita Falls/Wise, Palo Pinto, Wichita, Archer Counties CoC",Veterans,10
980,2018,Texas,Fort Worth-Arlington-Grapevine,Wise County,TX-624,"Wichita Falls/Wise, Palo Pinto, Wichita, Archer Counties CoC",Veterans,15
1501,2009,Texas,Fort Worth-Arlington-Grapevine,Wise County,TX-624,"Wichita Falls/Wise, Palo Pinto, Wichita, Archer Counties CoC",Total Homeless,242
1502,2010,Texas,Fort Worth-Arlington-Grapevine,Wise County,TX-624,"Wichita Falls/Wise, Palo Pinto, Wichita, Archer Counties CoC",Total Homeless,242
1503,2011,Texas,Fort Worth-Arlington-Grapevine,Wise County,TX-624,"Wichita Falls/Wise, Palo Pinto, Wichita, Archer Counties CoC",Total Homeless,234
1504,2012,Texas,Fort Worth-Arlington-Grapevine,Wise County,TX-624,"Wichita Falls/Wise, Palo Pinto, Wichita, Archer Counties CoC",Total Homeless,226
1505,2013,Texas,Fort Worth-Arlington-Grapevine,Wise County,TX-624,"Wichita Falls/Wise, Palo Pinto, Wichita, Archer Counties CoC",Total Homeless,302
1506,2014,Texas,Fort Worth-Arlington-Grapevine,Wise County,TX-624,"Wichita Falls/Wise, Palo Pinto, Wichita, Archer Counties CoC",Total Homeless,281
1507,2015,Texas,Fort Worth-Arlington-Grapevine,Wise County,TX-624,"Wichita Falls/Wise, Palo Pinto, Wichita, Archer Counties CoC",Total Homeless,267
1508,2016,Texas,Fort Worth-Arlington-Grapevine,Wise County,TX-624,"Wichita Falls/Wise, Palo Pinto, Wichita, Archer Counties CoC",Total Homeless,256
1509,2017,Texas,Fort Worth-Arlington-Grapevine,Wise County,TX-624,"Wichita Falls/Wise, Palo Pinto, Wichita, Archer Counties CoC",Total Homeless,234
1510,2018,Texas,Fort Worth-Arlington-Grapevine,Wise County,TX-624,"Wichita Falls/Wise, Palo Pinto, Wichita, Archer Counties CoC",Total Homeless,238
2031,2009,Texas,Fort Worth-Arlington-Grapevine,Wise County,TX-624,"Wichita Falls/Wise, Palo Pinto, Wichita, Archer Counties CoC",Emergency Shelters,235
2032,2010,Texas,Fort Worth-Arlington-Grapevine,Wise County,TX-624,"Wichita Falls/Wise, Palo Pinto, Wichita, Archer Counties CoC",Emergency Shelters,235
2033,2011,Texas,Fort Worth-Arlington-Grapevine,Wise County,TX-624,"Wichita Falls/Wise, Palo Pinto, Wichita, Archer Counties CoC",Emergency Shelters,208
2034,2012,Texas,Fort Worth-Arlington-Grapevine,Wise County,TX-624,"Wichita Falls/Wise, Palo Pinto, Wichita, Archer Counties CoC",Emergency Shelters,169
2035,2013,Texas,Fort Worth-Arlington-Grapevine,Wise County,TX-624,"Wichita Falls/Wise, Palo Pinto, Wichita, Archer Counties CoC",Emergency Shelters,253
2036,2014,Texas,Fort Worth-Arlington-Grapevine,Wise County,TX-624,"Wichita Falls/Wise, Palo Pinto, Wichita, Archer Counties CoC",Emergency Shelters,231
2037,2015,Texas,Fort Worth-Arlington-Grapevine,Wise County,TX-624,"Wichita Falls/Wise, Palo Pinto, Wichita, Archer Counties CoC",Emergency Shelters,227
2038,2016,Texas,Fort Worth-Arlington-Grapevine,Wise County,TX-624,"Wichita Falls/Wise, Palo Pinto, Wichita, Archer Counties CoC",Emergency Shelters,224
2039,2017,Texas,Fort Worth-Arlington-Grapevine,Wise County,TX-624,"Wichita Falls/Wise, Palo Pinto, Wichita, Archer Counties CoC",Emergency Shelters,213
2040,2018,Texas,Fort Worth-Arlington-Grapevine,Wise County,TX-624,"Wichita Falls/Wise, Palo Pinto, Wichita, Archer Counties CoC",Emergency Shelters,190
2561,2009,Texas,Fort Worth-Arlington-Grapevine,Wise County,TX-624,"Wichita Falls/Wise, Palo Pinto, Wichita, Archer Counties CoC",Safe Haven Shelters,0
2562,2010,Texas,Fort Worth-Arlington-Grapevine,Wise County,TX-624,"Wichita Falls/Wise, Palo Pinto, Wichita, Archer Counties CoC",Safe Haven Shelters,0
2563,2011,Texas,Fort Worth-Arlington-Grapevine,Wise County,TX-624,"Wichita Falls/Wise, Palo Pinto, Wichita, Archer Counties CoC",Safe Haven Shelters,0
2564,2012,Texas,Fort Worth-Arlington-Grapevine,Wise County,TX-624,"Wichita Falls/Wise, Palo Pinto, Wichita, Archer Counties CoC",Safe Haven Shelters,0
2565,2013,Texas,Fort Worth-Arlington-Grapevine,Wise County,TX-624,"Wichita Falls/Wise, Palo Pinto, Wichita, Archer Counties CoC",Safe Haven Shelters,0
2566,2014,Texas,Fort Worth-Arlington-Grapevine,Wise County,TX-624,"Wichita Falls/Wise, Palo Pinto, Wichita, Archer Counties CoC",Safe Haven Shelters,0
2567,2015,Texas,Fort Worth-Arlington-Grapevine,Wise County,TX-624,"Wichita Falls/Wise, Palo Pinto, Wichita, Archer Counties CoC",Safe Haven Shelters,0
2568,2016,Texas,Fort Worth-Arlington-Grapevine,Wise County,TX-624,"Wichita Falls/Wise, Palo Pinto, Wichita, Archer Counties CoC",Safe Haven Shelters,0
2569,2017,Texas,Fort Worth-Arlington-Grapevine,Wise County,TX-624,"Wichita Falls/Wise, Palo Pinto, Wichita, Archer Counties CoC",Safe Haven Shelters,0
2570,2018,Texas,Fort Worth-Arlington-Grapevine,Wise County,TX-624,"Wichita Falls/Wise, Palo Pinto, Wichita, Archer Counties CoC",Safe Haven Shelters,5
3091,2009,Texas,Fort Worth-Arlington-Grapevine,Wise County,TX-624,"Wichita Falls/Wise, Palo Pinto, Wichita, Archer Counties CoC",Transitional Housing,0
3092,2010,Texas,Fort Worth-Arlington-Grapevine,Wise County,TX-624,"Wichita Falls/Wise, Palo Pinto, Wichita, Archer Counties CoC",Transitional Housing,0
3093,2011,Texas,Fort Worth-Arlington-Grapevine,Wise County,TX-624,"Wichita Falls/Wise, Palo Pinto, Wichita, Archer Counties CoC",Transitional Housing,0
3094,2012,Texas,Fort Worth-Arlington-Grapevine,Wise County,TX-624,"Wichita Falls/Wise, Palo Pinto, Wichita, Archer Counties CoC",Transitional Housing,0
3095,2013,Texas,Fort Worth-Arlington-Grapevine,Wise County,TX-624,"Wichita Falls/Wise, Palo Pinto, Wichita, Archer Counties CoC",Transitional Housing,0
3096,2014,Texas,Fort Worth-Arlington-Grapevine,Wise County,TX-624,"Wichita Falls/Wise, Palo Pinto, Wichita, Archer Counties CoC",Transitional Housing,28
3097,2015,Texas,Fort Worth-Arlington-Grapevine,Wise County,TX-624,"Wichita Falls/Wise, Palo Pinto, Wichita, Archer Counties CoC",Transitional Housing,20
3098,2016,Texas,Fort Worth-Arlington-Grapevine,Wise County,TX-624,"Wichita Falls/Wise, Palo Pinto, Wichita, Archer Counties CoC",Transitional Housing,10
3099,2017,Texas,Fort Worth-Arlington-Grapevine,Wise County,TX-624,"Wichita Falls/Wise, Palo Pinto, Wichita, Archer Counties CoC",Transitional Housing,0
3100,2018,Texas,Fort Worth-Arlington-Grapevine,Wise County,TX-624,"Wichita Falls/Wise, Palo Pinto, Wichita, Archer Counties CoC",Transitional Housing,0
3621,2009,Texas,Fort Worth-Arlington-Grapevine,Wise County,TX-624,"Wichita Falls/Wise, Palo Pinto, Wichita, Archer Counties CoC",Total Sheltered Homeless,235
3622,2010,Texas,Fort Worth-Arlington-Grapevine,Wise County,TX-624,"Wichita Falls/Wise, Palo Pinto, Wichita, Archer Counties CoC",Total Sheltered Homeless,235
3623,2011,Texas,Fort Worth-Arlington-Grapevine,Wise County,TX-624,"Wichita Falls/Wise, Palo Pinto, Wichita, Archer Counties CoC",Total Sheltered Homeless,208
3624,2012,Texas,Fort Worth-Arlington-Grapevine,Wise County,TX-624,"Wichita Falls/Wise, Palo Pinto, Wichita, Archer Counties CoC",Total Sheltered Homeless,169
3625,2013,Texas,Fort Worth-Arlington-Grapevine,Wise County,TX-624,"Wichita Falls/Wise, Palo Pinto, Wichita, Archer Counties CoC",Total Sheltered Homeless,253
3626,2014,Texas,Fort Worth-Arlington-Grapevine,Wise County,TX-624,"Wichita Falls/Wise, Palo Pinto, Wichita, Archer Counties CoC",Total Sheltered Homeless,259
